ORIGIN|TYPE|TARGET
T097|produces|T200
T097|uses|T200
T097|produces|T203
T097|uses|T203
T098|performs|T052
T098|exhibits|T053
T098|performs|T053
T098|exhibits|T054
T098|performs|T054
T098|exhibits|T055
T098|performs|T055
T098|performs|T056
T098|performs|T057
T098|performs|T058
T098|performs|T059
T098|performs|T060
T098|performs|T061
T098|performs|T062
T098|performs|T063
T098|performs|T064
T098|performs|T065
T098|performs|T066
T098|isa|T071
T098|produces|T073
T098|uses|T073
T098|produces|T074
T098|uses|T074
T098|produces|T075
T098|uses|T075
T098|isa|T077
T098|produces|T089
T098|uses|T089
T098|issue_in|T090
T098|issue_in|T091
T098|isa|T096
T098|interacts_with|T099
T098|interacts_with|T100
T098|interacts_with|T101
T098|produces|T170
T098|uses|T170
T098|produces|T185
T098|uses|T185
T098|associated_with|T190
T098|associated_with|T191
T098|produces|T200
T098|uses|T200
T098|produces|T203
T098|uses|T203
T099|performs|T052
T099|exhibits|T053
T099|performs|T053
T099|exhibits|T054
T099|performs|T054
T099|exhibits|T055
T099|performs|T055
T099|performs|T056
T099|performs|T057
T099|performs|T058
T099|performs|T059
T099|performs|T060
T099|performs|T061
T099|performs|T062
T099|performs|T063
T099|performs|T064
T099|performs|T065
T099|performs|T066
T099|isa|T071
T099|produces|T073
T099|uses|T073
T099|produces|T074
T099|uses|T074
T099|produces|T075
T099|uses|T075
T099|isa|T077
T099|produces|T089
T099|uses|T089
T099|issue_in|T090
T099|issue_in|T091
T099|isa|T096
T099|interacts_with|T100
T099|interacts_with|T101
T099|produces|T170
T099|uses|T170
T099|produces|T185
T099|uses|T185
T099|produces|T200
T099|uses|T200
T099|produces|T203
T099|uses|T203
T100|performs|T052
T100|exhibits|T053
T100|performs|T053
T100|exhibits|T054
T100|performs|T054
T100|exhibits|T055
T100|performs|T055
T100|performs|T056
T100|performs|T057
T100|performs|T058
T100|performs|T059
T100|performs|T060
T100|performs|T061
T100|performs|T062
T100|performs|T063
T100|performs|T064
T100|performs|T065
T100|performs|T066
T100|isa|T071
T100|produces|T073
T100|uses|T073
T100|produces|T074
T100|uses|T074
T100|produces|T075
T100|uses|T075
T100|isa|T077
T100|produces|T089
T100|uses|T089
T100|issue_in|T090
T100|issue_in|T091
T100|isa|T096
T100|interacts_with|T101
T100|produces|T170
T100|uses|T170
T100|produces|T185
T100|uses|T185
T100|produces|T200
T100|uses|T200
T100|produces|T203
T100|uses|T203
T101|performs|T052
T101|exhibits|T053
T101|performs|T053
T101|exhibits|T054
T101|performs|T054
T101|exhibits|T055
T101|performs|T055
T101|performs|T056
T101|performs|T057
T101|performs|T058
T101|performs|T059
T101|performs|T060
T101|performs|T061
T101|performs|T062
T101|performs|T063
T101|performs|T064
T101|performs|T065
T101|performs|T066
T101|isa|T071
T101|produces|T073
T101|uses|T073
T101|produces|T074
T101|uses|T074
T101|produces|T075
T101|uses|T075
T101|isa|T077
T101|produces|T089
T101|uses|T089
T101|issue_in|T090
T101|issue_in|T091
T101|isa|T096
T101|produces|T170
T101|uses|T170
T101|produces|T185
T101|uses|T185
T101|produces|T200
T101|uses|T200
T101|produces|T203
T101|uses|T203
T102|isa|T071
T102|isa|T077
T102|issue_in|T090
T102|issue_in|T091
T102|property_of|T096
T102|property_of|T097
T102|property_of|T098
T102|property_of|T099
T102|property_of|T100
T102|property_of|T101
T103|causes|T019
T103|causes|T020
T103|causes|T037
T103|affects|T038
T103|affects|T039
T103|affects|T040
T103|affects|T041
T103|affects|T042
T103|affects|T043
T103|affects|T044
T103|affects|T045
T103|causes|T046
T103|affects|T046
T103|causes|T047
T103|affects|T047
T103|causes|T048
T103|affects|T048
T103|causes|T049
T103|affects|T049
T103|causes|T050
T103|affects|T050
T103|affects|T070
T103|isa|T071
T103|isa|T072
T103|issue_in|T090
T103|issue_in|T091
T103|interacts_with|T104
T103|interacts_with|T109
T103|interacts_with|T114
T103|interacts_with|T116
T103|interacts_with|T120
T103|interacts_with|T121
T103|interacts_with|T122
T103|interacts_with|T123
T103|interacts_with|T125
T103|interacts_with|T126
T103|interacts_with|T127
T103|interacts_with|T129
T103|interacts_with|T130
T103|interacts_with|T131
T103|isa|T167
T103|causes|T190
T103|causes|T191
T103|affects|T191
T103|interacts_with|T192
T103|interacts_with|T195
T103|interacts_with|T196
T103|interacts_with|T197
T103|ingredient_of|T200
T104|causes|T019
T104|causes|T020
T104|causes|T037
T104|affects|T038
T104|affects|T039
T104|affects|T040
T104|affects|T041
T104|affects|T042
T104|affects|T043
T104|affects|T044
T104|affects|T045
T104|causes|T046
T104|affects|T046
T104|causes|T047
T104|affects|T047
T104|causes|T048
T104|affects|T048
T104|causes|T049
T104|affects|T049
T104|causes|T050
T104|affects|T050
T104|affects|T070
T104|isa|T071
T104|isa|T072
T104|issue_in|T090
T104|issue_in|T091
T104|isa|T103
T104|interacts_with|T109
T104|interacts_with|T114
T104|interacts_with|T116
T104|interacts_with|T120
T104|interacts_with|T121
T104|interacts_with|T122
T104|interacts_with|T123
T104|interacts_with|T125
T104|interacts_with|T126
T104|interacts_with|T127
T104|interacts_with|T129
T104|interacts_with|T130
T104|interacts_with|T131
T104|isa|T167
T104|causes|T190
T104|causes|T191
T104|affects|T191
T104|interacts_with|T192
T104|interacts_with|T195
T104|interacts_with|T196
T104|interacts_with|T197
T104|ingredient_of|T200
T109|causes|T019
T109|causes|T020
T109|causes|T037
T109|affects|T038
T109|affects|T039
T109|affects|T040
T109|affects|T041
T109|affects|T042
T109|affects|T043
T109|affects|T044
T109|affects|T045
T109|causes|T046
T109|affects|T046
T109|causes|T047
T109|affects|T047
T109|causes|T048
T109|affects|T048
T109|causes|T049
T109|affects|T049
T109|causes|T050
T109|affects|T050
T109|affects|T070
T109|isa|T071
T109|isa|T072
T109|issue_in|T090
T109|issue_in|T091
T109|isa|T103
T109|isa|T104
T109|interacts_with|T114
T109|interacts_with|T116
T109|interacts_with|T120
T109|interacts_with|T121
T109|interacts_with|T122
T109|interacts_with|T123
T109|interacts_with|T125
T109|interacts_with|T126
T109|interacts_with|T127
T109|interacts_with|T129
T109|interacts_with|T130
T109|interacts_with|T131
T109|isa|T167
T109|causes|T190
T109|causes|T191
T109|affects|T191
T109|interacts_with|T192
T109|interacts_with|T195
T109|interacts_with|T196
T109|interacts_with|T197
T109|ingredient_of|T200
T114|causes|T019
T114|causes|T020
T114|causes|T037
T114|affects|T038
T114|affects|T039
T114|affects|T040
T114|affects|T041
T114|affects|T042
T114|affects|T043
T114|affects|T044
T114|affects|T045
T114|causes|T046
T114|affects|T046
T114|causes|T047
T114|affects|T047
T114|causes|T048
T114|affects|T048
T114|causes|T049
T114|affects|T049
T114|causes|T050
T114|affects|T050
T114|affects|T070
T114|isa|T071
T114|isa|T072
T114|issue_in|T090
T114|issue_in|T091
T114|isa|T103
T114|isa|T104
T114|isa|T109
T114|interacts_with|T116
T114|interacts_with|T120
T114|interacts_with|T121
T114|interacts_with|T122
T114|interacts_with|T123
T114|interacts_with|T125
T114|interacts_with|T126
T114|interacts_with|T127
T114|interacts_with|T129
T114|interacts_with|T130
T114|interacts_with|T131
T114|isa|T167
T114|causes|T190
T114|causes|T191
T114|affects|T191
T114|interacts_with|T192
T114|interacts_with|T195
T114|interacts_with|T196
T114|interacts_with|T197
T114|ingredient_of|T200
T116|causes|T019
T116|causes|T020
T116|causes|T037
T116|affects|T038
T116|affects|T039
T116|affects|T040
T116|affects|T041
T116|affects|T042
T116|affects|T043
T116|affects|T044
T116|affects|T045
T116|causes|T046
T116|affects|T046
T116|causes|T047
T116|affects|T047
T116|causes|T048
T116|affects|T048
T116|causes|T049
T116|affects|T049
T116|causes|T050
T116|affects|T050
T116|affects|T070
T116|isa|T071
T116|isa|T072
T116|issue_in|T090
T116|issue_in|T091
T116|isa|T103
T116|isa|T104
T116|isa|T109
T116|interacts_with|T120
T116|interacts_with|T121
T116|interacts_with|T122
T116|interacts_with|T123
T116|interacts_with|T125
T116|interacts_with|T126
T116|interacts_with|T127
T116|interacts_with|T129
T116|interacts_with|T130
T116|interacts_with|T131
T116|isa|T167
T116|causes|T190
T116|causes|T191
T116|affects|T191
T116|interacts_with|T192
T116|interacts_with|T195
T116|interacts_with|T196
T116|interacts_with|T197
T116|ingredient_of|T200
T120|causes|T019
T120|causes|T020
T120|causes|T037
T120|affects|T038
T120|affects|T039
T120|affects|T040
T120|affects|T041
T120|affects|T042
T120|affects|T043
T120|affects|T044
T120|affects|T045
T120|causes|T046
T120|affects|T046
T120|causes|T047
T120|affects|T047
T120|causes|T048
T120|affects|T048
T120|causes|T049
T120|affects|T049
T120|causes|T050
T120|affects|T050
T120|affects|T070
T120|isa|T071
T120|isa|T072
T120|issue_in|T090
T120|issue_in|T091
T120|isa|T103
T120|interacts_with|T121
T120|interacts_with|T122
T120|interacts_with|T123
T120|interacts_with|T125
T120|interacts_with|T126
T120|interacts_with|T127
T120|interacts_with|T129
T120|interacts_with|T130
T120|interacts_with|T131
T120|isa|T167
T120|causes|T190
T120|causes|T191
T120|affects|T191
T120|interacts_with|T192
T120|interacts_with|T195
T120|interacts_with|T196
T120|interacts_with|T197
T120|ingredient_of|T200
T121|disrupts|T018
T121|causes|T019
T121|complicates|T019
T121|treats|T019
T121|causes|T020
T121|complicates|T020
T121|treats|T020
T121|disrupts|T021
T121|disrupts|T023
T121|disrupts|T024
T121|disrupts|T025
T121|disrupts|T026
T121|disrupts|T028
T121|causes|T037
T121|complicates|T037
T121|treats|T037
T121|complicates|T038
T121|affects|T038
T121|disrupts|T039
T121|complicates|T039
T121|affects|T039
T121|disrupts|T040
T121|complicates|T040
T121|affects|T040
T121|disrupts|T041
T121|complicates|T041
T121|affects|T041
T121|disrupts|T042
T121|complicates|T042
T121|affects|T042
T121|disrupts|T043
T121|complicates|T043
T121|affects|T043
T121|disrupts|T044
T121|complicates|T044
T121|affects|T044
T121|disrupts|T045
T121|complicates|T045
T121|affects|T045
T121|causes|T046
T121|prevents|T046
T121|complicates|T046
T121|affects|T046
T121|treats|T046
T121|diagnoses|T046
T121|causes|T047
T121|prevents|T047
T121|complicates|T047
T121|affects|T047
T121|treats|T047
T121|diagnoses|T047
T121|causes|T048
T121|prevents|T048
T121|complicates|T048
T121|affects|T048
T121|treats|T048
T121|diagnoses|T048
T121|causes|T049
T121|prevents|T049
T121|complicates|T049
T121|affects|T049
T121|treats|T049
T121|diagnoses|T049
T121|causes|T050
T121|prevents|T050
T121|complicates|T050
T121|affects|T050
T121|treats|T050
T121|diagnoses|T050
T121|affects|T070
T121|isa|T071
T121|isa|T072
T121|issue_in|T090
T121|issue_in|T091
T121|isa|T103
T121|isa|T120
T121|interacts_with|T122
T121|interacts_with|T123
T121|interacts_with|T125
T121|interacts_with|T126
T121|interacts_with|T127
T121|interacts_with|T129
T121|interacts_with|T130
T121|interacts_with|T131
T121|isa|T167
T121|treats|T184
T121|causes|T190
T121|complicates|T190
T121|treats|T190
T121|causes|T191
T121|prevents|T191
T121|complicates|T191
T121|affects|T191
T121|treats|T191
T121|diagnoses|T191
T121|interacts_with|T192
T121|interacts_with|T195
T121|interacts_with|T196
T121|interacts_with|T197
T121|ingredient_of|T200
T122|causes|T019
T122|causes|T020
T122|causes|T037
T122|affects|T038
T122|affects|T039
T122|affects|T040
T122|affects|T041
T122|affects|T042
T122|affects|T043
T122|affects|T044
T122|affects|T045
T122|causes|T046
T122|affects|T046
T122|causes|T047
T122|affects|T047
T122|causes|T048
T122|affects|T048
T122|causes|T049
T122|affects|T049
T122|causes|T050
T122|affects|T050
T122|affects|T070
T122|isa|T071
T122|isa|T072
T122|issue_in|T090
T122|issue_in|T091
T122|isa|T103
T122|isa|T120
T122|interacts_with|T123
T122|interacts_with|T125
T122|interacts_with|T126
T122|interacts_with|T127
T122|interacts_with|T129
T122|interacts_with|T130
T122|interacts_with|T131
T122|isa|T167
T122|causes|T190
T122|causes|T191
T122|affects|T191
T122|interacts_with|T192
T122|interacts_with|T195
T122|interacts_with|T196
T122|interacts_with|T197
T122|ingredient_of|T200
T123|disrupts|T018
T123|causes|T019
T123|complicates|T019
T123|causes|T020
T123|complicates|T020
T123|disrupts|T021
T123|disrupts|T023
T123|disrupts|T024
T123|disrupts|T025
T123|disrupts|T026
T123|disrupts|T028
T123|causes|T037
T123|complicates|T037
T123|complicates|T038
T123|affects|T038
T123|disrupts|T039
T123|complicates|T039
T123|affects|T039
T123|disrupts|T040
T123|complicates|T040
T123|affects|T040
T123|disrupts|T041
T123|complicates|T041
T123|affects|T041
T123|disrupts|T042
T123|complicates|T042
T123|affects|T042
T123|disrupts|T043
T123|complicates|T043
T123|affects|T043
T123|disrupts|T044
T123|complicates|T044
T123|affects|T044
T123|disrupts|T045
T123|complicates|T045
T123|affects|T045
T123|causes|T046
T123|complicates|T046
T123|affects|T046
T123|causes|T047
T123|complicates|T047
T123|affects|T047
T123|causes|T048
T123|complicates|T048
T123|affects|T048
T123|causes|T049
T123|complicates|T049
T123|affects|T049
T123|causes|T050
T123|complicates|T050
T123|affects|T050
T123|affects|T070
T123|isa|T071
T123|isa|T072
T123|issue_in|T090
T123|issue_in|T091
T123|isa|T103
T123|isa|T120
T123|interacts_with|T125
T123|interacts_with|T126
T123|interacts_with|T127
T123|interacts_with|T129
T123|interacts_with|T130
T123|interacts_with|T131
T123|isa|T167
T123|causes|T190
T123|complicates|T190
T123|causes|T191
T123|complicates|T191
T123|affects|T191
T123|interacts_with|T192
T123|interacts_with|T195
T123|interacts_with|T196
T123|interacts_with|T197
T123|ingredient_of|T200
T125|disrupts|T018
T125|causes|T019
T125|complicates|T019
T125|causes|T020
T125|complicates|T020
T125|disrupts|T021
T125|disrupts|T023
T125|disrupts|T024
T125|disrupts|T025
T125|disrupts|T026
T125|disrupts|T028
T125|causes|T037
T125|complicates|T037
T125|complicates|T038
T125|affects|T038
T125|disrupts|T039
T125|complicates|T039
T125|affects|T039
T125|disrupts|T040
T125|complicates|T040
T125|affects|T040
T125|disrupts|T041
T125|complicates|T041
T125|affects|T041
T125|disrupts|T042
T125|complicates|T042
T125|affects|T042
T125|disrupts|T043
T125|complicates|T043
T125|affects|T043
T125|disrupts|T044
T125|complicates|T044
T125|affects|T044
T125|disrupts|T045
T125|complicates|T045
T125|affects|T045
T125|causes|T046
T125|complicates|T046
T125|affects|T046
T125|causes|T047
T125|complicates|T047
T125|affects|T047
T125|causes|T048
T125|complicates|T048
T125|affects|T048
T125|causes|T049
T125|complicates|T049
T125|affects|T049
T125|causes|T050
T125|complicates|T050
T125|affects|T050
T125|affects|T070
T125|isa|T071
T125|isa|T072
T125|issue_in|T090
T125|issue_in|T091
T125|isa|T103
T125|isa|T120
T125|isa|T123
T125|interacts_with|T126
T125|interacts_with|T127
T125|interacts_with|T129
T125|interacts_with|T130
T125|interacts_with|T131
T125|isa|T167
T125|causes|T190
T125|complicates|T190
T125|causes|T191
T125|complicates|T191
T125|affects|T191
T125|interacts_with|T192
T125|interacts_with|T195
T125|interacts_with|T196
T125|interacts_with|T197
T125|ingredient_of|T200
T126|disrupts|T018
T126|causes|T019
T126|complicates|T019
T126|causes|T020
T126|complicates|T020
T126|disrupts|T021
T126|disrupts|T023
T126|disrupts|T024
T126|disrupts|T025
T126|disrupts|T026
T126|disrupts|T028
T126|causes|T037
T126|complicates|T037
T126|complicates|T038
T126|affects|T038
T126|disrupts|T039
T126|complicates|T039
T126|affects|T039
T126|disrupts|T040
T126|complicates|T040
T126|affects|T040
T126|disrupts|T041
T126|complicates|T041
T126|affects|T041
T126|disrupts|T042
T126|complicates|T042
T126|affects|T042
T126|disrupts|T043
T126|complicates|T043
T126|affects|T043
T126|disrupts|T044
T126|complicates|T044
T126|affects|T044
T126|disrupts|T045
T126|complicates|T045
T126|affects|T045
T126|causes|T046
T126|complicates|T046
T126|affects|T046
T126|causes|T047
T126|complicates|T047
T126|affects|T047
T126|causes|T048
T126|complicates|T048
T126|affects|T048
T126|causes|T049
T126|complicates|T049
T126|affects|T049
T126|causes|T050
T126|complicates|T050
T126|affects|T050
T126|affects|T070
T126|isa|T071
T126|isa|T072
T126|issue_in|T090
T126|issue_in|T091
T126|isa|T103
T126|isa|T120
T126|isa|T123
T126|interacts_with|T127
T126|interacts_with|T129
T126|interacts_with|T130
T126|interacts_with|T131
T126|isa|T167
T126|causes|T190
T126|complicates|T190
T126|causes|T191
T126|complicates|T191
T126|affects|T191
T126|interacts_with|T192
T126|interacts_with|T195
T126|interacts_with|T196
T126|interacts_with|T197
T126|ingredient_of|T200
T127|disrupts|T018
T127|causes|T019
T127|complicates|T019
T127|causes|T020
T127|complicates|T020
T127|disrupts|T021
T127|disrupts|T023
T127|disrupts|T024
T127|disrupts|T025
T127|disrupts|T026
T127|disrupts|T028
T127|causes|T037
T127|complicates|T037
T127|complicates|T038
T127|affects|T038
T127|disrupts|T039
T127|complicates|T039
T127|affects|T039
T127|disrupts|T040
T127|complicates|T040
T127|affects|T040
T127|disrupts|T041
T127|complicates|T041
T127|affects|T041
T127|disrupts|T042
T127|complicates|T042
T127|affects|T042
T127|disrupts|T043
T127|complicates|T043
T127|affects|T043
T127|disrupts|T044
T127|complicates|T044
T127|affects|T044
T127|disrupts|T045
T127|complicates|T045
T127|affects|T045
T127|causes|T046
T127|complicates|T046
T127|affects|T046
T127|causes|T047
T127|complicates|T047
T127|affects|T047
T127|causes|T048
T127|complicates|T048
T127|affects|T048
T127|causes|T049
T127|complicates|T049
T127|affects|T049
T127|causes|T050
T127|complicates|T050
T127|affects|T050
T127|affects|T070
T127|isa|T071
T127|isa|T072
T127|issue_in|T090
T127|issue_in|T091
T127|isa|T103
T127|isa|T120
T127|isa|T123
T127|interacts_with|T129
T127|interacts_with|T130
T127|interacts_with|T131
T127|isa|T167
T127|causes|T190
T127|complicates|T190
T127|causes|T191
T127|complicates|T191
T127|affects|T191
T127|interacts_with|T192
T127|interacts_with|T195
T127|interacts_with|T196
T127|interacts_with|T197
T127|ingredient_of|T200
T129|indicates|T005
T129|indicates|T007
T129|disrupts|T018
T129|causes|T019
T129|complicates|T019
T129|causes|T020
T129|complicates|T020
T129|disrupts|T021
T129|disrupts|T023
T129|disrupts|T024
T129|disrupts|T025
T129|disrupts|T026
T129|disrupts|T028
T129|causes|T037
T129|complicates|T037
T129|complicates|T038
T129|affects|T038
T129|disrupts|T039
T129|complicates|T039
T129|affects|T039
T129|disrupts|T040
T129|complicates|T040
T129|affects|T040
T129|disrupts|T041
T129|complicates|T041
T129|affects|T041
T129|disrupts|T042
T129|complicates|T042
T129|affects|T042
T129|disrupts|T043
T129|complicates|T043
T129|affects|T043
T129|disrupts|T044
T129|complicates|T044
T129|affects|T044
T129|disrupts|T045
T129|complicates|T045
T129|affects|T045
T129|causes|T046
T129|complicates|T046
T129|affects|T046
T129|indicates|T046
T129|causes|T047
T129|complicates|T047
T129|affects|T047
T129|indicates|T047
T129|causes|T048
T129|complicates|T048
T129|affects|T048
T129|indicates|T048
T129|causes|T049
T129|complicates|T049
T129|affects|T049
T129|indicates|T049
T129|causes|T050
T129|complicates|T050
T129|affects|T050
T129|indicates|T050
T129|affects|T070
T129|isa|T071
T129|isa|T072
T129|issue_in|T090
T129|issue_in|T091
T129|isa|T103
T129|isa|T120
T129|isa|T123
T129|interacts_with|T130
T129|interacts_with|T131
T129|isa|T167
T129|causes|T190
T129|complicates|T190
T129|causes|T191
T129|complicates|T191
T129|affects|T191
T129|indicates|T191
T129|interacts_with|T192
T129|interacts_with|T195
T129|interacts_with|T196
T129|interacts_with|T197
T129|ingredient_of|T200
T130|causes|T019
T130|causes|T020
T130|causes|T037
T130|affects|T038
T130|affects|T039
T130|affects|T040
T130|affects|T041
T130|affects|T042
T130|affects|T043
T130|affects|T044
T130|affects|T045
T130|causes|T046
T130|affects|T046
T130|causes|T047
T130|affects|T047
T130|causes|T048
T130|affects|T048
T130|causes|T049
T130|affects|T049
T130|causes|T050
T130|affects|T050
T130|affects|T070
T130|isa|T071
T130|isa|T072
T130|issue_in|T090
T130|issue_in|T091
T130|isa|T103
T130|isa|T120
T130|interacts_with|T131
T130|isa|T167
T130|causes|T190
T130|causes|T191
T130|affects|T191
T130|interacts_with|T192
T130|interacts_with|T195
T130|interacts_with|T196
T130|interacts_with|T197
T130|ingredient_of|T200
T131|disrupts|T018
T131|causes|T019
T131|complicates|T019
T131|causes|T020
T131|complicates|T020
T131|disrupts|T021
T131|disrupts|T023
T131|disrupts|T024
T131|disrupts|T025
T131|disrupts|T026
T131|disrupts|T028
T131|causes|T037
T131|complicates|T037
T131|complicates|T038
T131|affects|T038
T131|disrupts|T039
T131|complicates|T039
T131|affects|T039
T131|disrupts|T040
T131|complicates|T040
T131|affects|T040
T131|disrupts|T041
T131|complicates|T041
T131|affects|T041
T131|disrupts|T042
T131|complicates|T042
T131|affects|T042
T131|disrupts|T043
T131|complicates|T043
T131|affects|T043
T131|disrupts|T044
T131|complicates|T044
T131|affects|T044
T131|disrupts|T045
T131|complicates|T045
T131|affects|T045
T131|causes|T046
T131|complicates|T046
T131|affects|T046
T131|causes|T047
T131|complicates|T047
T131|affects|T047
T131|causes|T048
T131|complicates|T048
T131|affects|T048
T131|causes|T049
T131|complicates|T049
T131|affects|T049
T131|causes|T050
T131|complicates|T050
T131|affects|T050
T131|affects|T070
T131|isa|T071
T131|isa|T072
T131|issue_in|T090
T131|issue_in|T091
T131|isa|T103
T131|isa|T120
T131|isa|T167
T131|causes|T190
T131|complicates|T190
T131|causes|T191
T131|complicates|T191
T131|affects|T191
T131|interacts_with|T192
T131|interacts_with|T195
T131|interacts_with|T196
T131|interacts_with|T197
T131|ingredient_of|T200
T167|causes|T019
T167|causes|T020
T167|causes|T037
T167|causes|T046
T167|causes|T047
T167|causes|T048
T167|causes|T049
T167|causes|T050
T167|isa|T071
T167|isa|T072
T167|issue_in|T090
T167|issue_in|T091
T167|causes|T190
T167|causes|T191
T167|ingredient_of|T200
T168|causes|T019
T168|causes|T020
T168|causes|T037
T168|affects|T038
T168|affects|T039
T168|affects|T040
T168|affects|T041
T168|affects|T042
T168|affects|T043
T168|affects|T044
T168|affects|T045
T168|causes|T046
T168|affects|T046
T168|causes|T047
T168|affects|T047
T168|causes|T048
T168|affects|T048
T168|causes|T049
T168|affects|T049
T168|causes|T050
T168|affects|T050
T168|isa|T071
T168|isa|T072
T168|issue_in|T090
T168|issue_in|T091
T168|isa|T167
T168|causes|T190
T168|causes|T191
T168|affects|T191
T168|ingredient_of|T200
T169|result_of|T041
T169|isa|T071
T169|isa|T077
T169|isa|T078
T169|issue_in|T090
T169|issue_in|T091
T170|conceptual_part_of|T060
T170|isa|T071
T170|isa|T077
T170|issue_in|T090
T170|issue_in|T091
T171|isa|T071
T171|isa|T077
T171|issue_in|T090
T171|issue_in|T091
T184|manifestation_of|T019
T184|diagnoses|T019
T184|manifestation_of|T020
T184|diagnoses|T020
T184|evaluation_of|T032
T184|isa|T033
T184|manifestation_of|T037
T184|diagnoses|T037
T184|manifestation_of|T038
T184|evaluation_of|T038
T184|manifestation_of|T039
T184|evaluation_of|T039
T184|manifestation_of|T040
T184|evaluation_of|T040
T184|manifestation_of|T041
T184|evaluation_of|T041
T184|manifestation_of|T042
T184|evaluation_of|T042
T184|manifestation_of|T043
T184|evaluation_of|T043
T184|manifestation_of|T044
T184|evaluation_of|T044
T184|manifestation_of|T045
T184|evaluation_of|T045
T184|manifestation_of|T046
T184|evaluation_of|T046
T184|diagnoses|T046
T184|manifestation_of|T047
T184|evaluation_of|T047
T184|diagnoses|T047
T184|manifestation_of|T048
T184|evaluation_of|T048
T184|diagnoses|T048
T184|manifestation_of|T049
T184|evaluation_of|T049
T184|diagnoses|T049
T184|manifestation_of|T050
T184|evaluation_of|T050
T184|diagnoses|T050
T184|isa|T071
T184|isa|T077
T184|issue_in|T090
T184|issue_in|T091
T184|manifestation_of|T190
T184|diagnoses|T190
T184|associated_with|T190
T184|manifestation_of|T191
T184|evaluation_of|T191
T184|diagnoses|T191
T184|associated_with|T191
T184|evaluation_of|T201
T185|isa|T071
T185|isa|T077
T185|issue_in|T090
T185|issue_in|T091
T185|isa|T170
T190|part_of|T001
T190|affects|T001
T190|part_of|T002
T190|affects|T002
T190|part_of|T004
T190|location_of|T004
T190|affects|T004
T190|part_of|T005
T190|location_of|T005
T190|affects|T005
T190|part_of|T007
T190|location_of|T007
T190|affects|T007
T190|part_of|T008
T190|affects|T008
T190|part_of|T010
T190|affects|T010
T190|part_of|T011
T190|affects|T011
T190|part_of|T012
T190|affects|T012
T190|part_of|T013
T190|affects|T013
T190|part_of|T014
T190|affects|T014
T190|part_of|T015
T190|affects|T015
T190|part_of|T016
T190|affects|T016
T190|isa|T017
T190|complicates|T019
T190|result_of|T019
T190|complicates|T020
T190|result_of|T020
T190|result_of|T037
T190|manifestation_of|T038
T190|result_of|T038
T190|manifestation_of|T039
T190|affects|T039
T190|result_of|T039
T190|manifestation_of|T040
T190|affects|T040
T190|result_of|T040
T190|manifestation_of|T041
T190|affects|T041
T190|result_of|T041
T190|manifestation_of|T042
T190|affects|T042
T190|result_of|T042
T190|manifestation_of|T043
T190|affects|T043
T190|result_of|T043
T190|manifestation_of|T044
T190|affects|T044
T190|result_of|T044
T190|manifestation_of|T045
T190|affects|T045
T190|result_of|T045
T190|location_of|T046
T190|manifestation_of|T046
T190|result_of|T046
T190|location_of|T047
T190|manifestation_of|T047
T190|result_of|T047
T190|location_of|T048
T190|manifestation_of|T048
T190|result_of|T048
T190|location_of|T049
T190|manifestation_of|T049
T190|result_of|T049
T190|location_of|T050
T190|manifestation_of|T050
T190|result_of|T050
T190|result_of|T058
T190|result_of|T059
T190|result_of|T060
T190|result_of|T061
T190|result_of|T067
T190|result_of|T068
T190|result_of|T069
T190|result_of|T070
T190|isa|T071
T190|isa|T072
T190|issue_in|T090
T190|issue_in|T091
T190|occurs_in|T096
T190|occurs_in|T097
T190|occurs_in|T098
T190|occurs_in|T099
T190|occurs_in|T100
T190|occurs_in|T101
T190|location_of|T191
T190|co-occurs_with|T191
T190|manifestation_of|T191
T190|result_of|T191
T190|part_of|T194
T190|affects|T194
T190|associated_with|T201
T190|part_of|T204
T190|affects|T204
T191|process_of|T001
T191|affects|T001
T191|process_of|T002
T191|affects|T002
T191|process_of|T004
T191|affects|T004
T191|process_of|T005
T191|affects|T005
T191|process_of|T007
T191|affects|T007
T191|process_of|T008
T191|affects|T008
T191|process_of|T010
T191|affects|T010
T191|process_of|T011
T191|affects|T011
T191|process_of|T012
T191|affects|T012
T191|process_of|T013
T191|affects|T013
T191|process_of|T014
T191|affects|T014
T191|process_of|T015
T191|affects|T015
T191|process_of|T016
T191|affects|T016
T191|complicates|T019
T191|result_of|T019
T191|complicates|T020
T191|result_of|T020
T191|produces|T024
T191|produces|T031
T191|complicates|T037
T191|manifestation_of|T037
T191|occurs_in|T037
T191|result_of|T037
T191|process_of|T038
T191|affects|T038
T191|result_of|T038
T191|isa|T038
T191|process_of|T039
T191|manifestation_of|T039
T191|affects|T039
T191|result_of|T039
T191|process_of|T040
T191|manifestation_of|T040
T191|affects|T040
T191|result_of|T040
T191|process_of|T041
T191|manifestation_of|T041
T191|affects|T041
T191|result_of|T041
T191|process_of|T042
T191|manifestation_of|T042
T191|affects|T042
T191|result_of|T042
T191|process_of|T043
T191|manifestation_of|T043
T191|affects|T043
T191|result_of|T043
T191|process_of|T044
T191|manifestation_of|T044
T191|affects|T044
T191|result_of|T044
T191|process_of|T045
T191|manifestation_of|T045
T191|affects|T045
T191|result_of|T045
T191|precedes|T046
T191|process_of|T046
T191|complicates|T046
T191|manifestation_of|T046
T191|affects|T046
T191|result_of|T046
T191|degree_of|T046
T191|isa|T046
T191|precedes|T047
T191|process_of|T047
T191|complicates|T047
